Regiao;Ano;Consumo_Servicos;Consumo_Agricultura;Consumo_Industria;Consumo_Domestico;CDD;HDD;POP;IA;IB;IC;ID;IE;DA;DB;DC;DD;DE;VAB_Agricultura;VAB_Industria;VAB_Servicos;Salarios;D1;D2;D3;I1;I2;I3;I4;I5
Alentejo Central;1995;86211229;24755291;96832554;126257024;320,43;735,6;173589;208,6078879;216,3730516;178,0325558;152,7957737;135,7285909;342,5044188;235,6035176;206,4335532;197,1950732;158,1986333;403,8742539;457,1028335;1072,825313;8124,480299;15,82176659;14,67690798;11,51833376;12,10984472;9,441055261;7,209294394;6,31769052;-5,283300638
Alentejo Central;1996;96945153;30525515;104636278;136552649;255,52;977,31;173458;190,2267667;197,3670615;162,0536471;138,6924652;123,0148614;319,1331241;222,0648368;197,5127246;189,9526193;154,9715386;437,9701603;482,7413609;1081,672393;8541,159855;15,62968621;14,49872649;11,37849818;11,46693587;9,116659359;7,017872939;6,150828212;-3,517135095
Alentejo Central;1997;98558039;33226158;108365320;139876622;219,94;684,08;173365;181,6240445;188,4763612;154,5912783;132,0765232;117,0164864;312,0096746;216,1109327;192,4811616;184,3114029;151,0185906;397,1693159;530,6358806;1151,407588;8883,092675;18,06461113;16,75746092;13,15113701;11,85641087;9,650124077;7,511913121;6,613140978;-1,906371491
Alentejo Central;1998;109361482;39703301;121530052;148427476;309,87;952,19;173314;171,6585205;178,0598456;145,9060635;124,5683134;110,1469375;314,2817588;210,6588681;187,8065995;181,0184239;149,4854642;372,4541067;567,2442199;1223,022444;9163,683161;17,62200432;16,34688102;12,82891681;11,34873593;9,134737978;7,206666694;6,299687593;-0,391213412
Alentejo Central;1999;123208900;40572489;142403627;161995815;281,31;1061,63;173298;160,6860922;157,5297583;129,1227527;110,184749;97,41594342;302,9404971;203,9656473;182,2664957;175,9299766;145,9784642;381,970927;528,0632788;1294,5302;9630,799368;17,25362053;16,00515337;12,56073136;10,46049011;8,270610286;6,390456128;5,492507861;1,053286107
Alentejo Central;2000;134239594;38458056;161000079;175900919;282,71;1047,17;173459;156,1708754;153,0867109;125,4694196;107,1046219;94,6277746;292,7677972;196,0561601;176,8724926;169,291407;142,873023;408,9293718;807,0277185;1459,119629;10449,5061;20,16591267;18,70671287;14,68089618;11,48692577;9,535904983;8,023352982;7,046317394;2,431095719
Alentejo Central;2001;143706808;45631032;166123230;186363039;282,56;1010,05;173501;153,7516048;150,6165987;123,4919805;105,3634668;93,09605149;284,9689008;193,367734;175,2605359;168,1908768;140,6382134;370,4459544;810,1864485;1542,417562;11049,71026;22,67465388;21,03392226;16,50727369;13,4089718;11,64488995;10,27877779;9,0789934;3,726775572
Alentejo Central;2002;153207137;44494262;165684006;194000596;170,16;964,83;173226;150,9707138;137,1273785;113,8810229;99,51529751;91,1570573;280,1789673;191,8648385;171,5355763;163,7254761;136,0460989;369,7933605;548,3932821;1591,004084;11430,39947;23,04175283;21,37445804;16,77452376;12,51129563;10,54879054;8,944782748;7,539937246;4,876709508
Alentejo Central;2003;162212704;50349774;172102238;206328767;347,69;1066,14;172760;149,8845863;133,8120171;111,1213312;97,12874159;88,9348828;275,0511733;190,2602173;170,043525;161,5282265;137,8782286;332,1487814;565,0421997;1583,624569;11686,92398;23,06256103;21,23470022;16,01794345;11,64443928;9,905021649;8,521700984;7,335050121;5,967842222
Alentejo Central;2004;166990752;52345052;178590470;215743772;367,82;1166,6;172273;148,1399061;131,7749041;109,425685;95,5032206;87,60568232;227,9837054;160,7841593;146,919667;140,8264489;128,7051023;331,8199558;546,9647749;1589,00872;12237,80523;23,06162595;21,12387944;14,17893083;10,86402856;9,41143622;8,114837772;6,744000758;5,584049341
Alentejo Central;2005;176640525;53474031;169796454;227910161;356,4;1176,88;171691;148,0506582;135,1066643;112,6783615;98,72032203;90,72725669;227,3792325;161,829865;148,3521231;141,576765;130,04616;280,8130876;509,1105429;1631,085196;13264,25982;23,91119534;21,67313704;14,76191917;11,28159184;10,13896916;8,960862334;7,295063288;5,916911362
Alentejo Central;2006;185347718;49753800;193693550;227910161;410,96;1048,58;171016;156,297719;149,1826736;123,9884144;108,3586425;99,26071557;239,5541042;169,0456543;157,3970542;149,2841405;138,9153397;273,9782374;483,1477422;1642,329775;13498,32314;25,21175519;22,61651322;16,13326828;13,17723907;12,02701898;10,65715624;8,836821226;7,470451655
Alentejo Central;2007;187317668;54540575;185360144;243684660;211,23;1060,21;170376;160,7463546;153,2803029;127,4884881;111,4251648;102,1491613;244,2120247;174,136297;163,2330023;155,4340784;145,7489509;264,2099934;504,9856344;1626,602656;13839,35599;24,84837737;21,07689006;15,1583473;13,76050316;12,5617995;10,88241872;9,076903958;8,020271657
Alentejo Central;2008;186999346;52406325;181460537;234109825;169,07;1093,21;169535;177,274146;126,5928424;104,0678185;94,0750996;55,37401696;244,8381759;175,9491446;164,9359609;156,9948571;147,6769272;251,3494536;469,0747883;1683,267428;14182,3834;24,84156797;19,23625995;17,47179975;16,17119612;14,73563504;13,20526606;11,71338612;10,60407035
Alentejo Central;2009;189700878;55113458;169867169;250815171;336,92;955,1;168572;178,3415639;128,6168792;106,1761936;93,85265159;61,94059747;243,1056337;175,6421544;164,8132694;158,702709;151,3696894;233,879301;389,0375378;1664,32179;14523,52425;23,39648662;17,91875293;15,49015412;15,74411516;13,98713245;11,89384975;10,37126202;9,395755417
Alentejo Central;2010;197186002;54597830;182793593;263199096;407,6;1111,02;167551;189,3305614;136,0966031;105,5996769;91,21945365;57,8464828;262,439978;185,1819152;172,5486747;164,9900862;161,4256931;226,0093557;431,6476329;1701,84895;14918,94472;23,55860417;18,44195795;15,62723275;15,81426208;14,33678308;12,32524668;10,8803734;9,625676444
Alentejo Central;2011;194397260;51757248;172934056;246393175;225,58;988,55;166384;202,717746;149,094942;117,4136047;107,5131868;64,80760041;270,3295729;194,0999803;180,7296688;172,4312714;167,7755143;207,4268817;416,9655914;1663,407527;14564,38389;25,58053922;20,04700835;17,25348503;17,27548992;15,87038971;13,75021642;12,11419297;10,7215031
Alentejo Central;2012;223476953;51768285;161431296;235461493;271,2;1241,29;164964;227,5904726;174,6168281;145,1870256;132,8987923;79,8735166;272,3633564;198,4887783;185,1629237;176,9602199;173,0079323;196,6633644;367,7021481;1513,32588;13839,53726;29,19746195;22,82616786;19,857372;18,7390151;17,09585525;14,86922791;13,20779644;11,89116445
Alentejo Central;2013;213150742;46744547;153352692;223550027;333,74;1181,97;163268;227,987285;176,0395431;141,3239826;127,357375;76,41442498;274,6129791;198,6003629;184,7504408;176,110851;170,8583823;215,370113;334,6338891;1484,934743;14687,65251;30,9626628;24,69778522;22,06020645;18,30978295;16,80941338;14,48114074;12,78678786;11,29507327
Alentejo Central;2014;183239399;42180917;177049166;225412724;175,89;1012,47;161469;232,6844342;180,8264692;144,6010502;124,2085944;66,63873762;278,117356;196,132529;182,33768;174,0171313;171,080372;212,4082204;331,6144001;1484,332286;14563,63357;33,3494314;27,47219537;25,60831489;17,60573796;15,88900922;13,55703178;11,7526182;11,14194683
Alentejo Central;2015;190839219;45975443;203546802;225037941;305,48;906,71;159826;241,07551;179,726365;141,79139;127,92377;68,383445;280,6534965;199,2392539;183,6827535;174,2334519;172,0016015;225,750785;361,5640249;1518,788777;14735,6822;33,000916;27,3282555;25,5998275;16,78684194;14,57711405;12,31559873;10,6622922;10,17596256
Alentejo Central;2016;198607523;42908929;208753748;231827257;426,87;1070,14;158287;245,7;184,35;138,8;125,85;54,8;281,0166667;197,3887097;179,8983871;168,6741935;167,2951613;234,944;363,361;1548,433;15255,96222;29,31;23,99;22,825;15,03025714;12,73093621;10,60341724;8,935477586;8,417623404
Alentejo Central;2017;195902572;48064348;244618018;221516373;422,36;914,17;156722;243,3165631;185,6565059;139,0450824;125,8261813;63,43099536;287,5453741;197,051218;177,1177491;164,198028;160,0111802;245,2915064;405,1415606;1603,867022;15726,32368;26,46784058;21,53275131;20,0384236;14,42820342;12,53704431;10,30373878;8,662760185;8,209972269
Alentejo Central;2018;201772570;47408370;232640629;234016074;344,07;1170,61;155316;242,3477241;179,4408582;137,7797117;128,4511315;59,7810589;296,4969411;201,1863812;179,5255155;165,1793637;160,4721274;246,1602318;433,0033917;1656,342663;16285,53908;25,80964189;20,92390786;19,52300908;14,96152869;13,24205401;11,01373911;9,257567651;8,842508195
Alentejo Central;2019;198794734;46614356;237811354;227802368;261,78;940,71;154276;208,7194231;170,8500874;137,1181471;122,2721993;60,74669776;305,7698693;207,9198724;184,8908989;169,9468027;163,4630012;235,3438051;447,9280421;1710,570546;17207,19108;25,51448921;20,77629546;19,50893828;15,36431605;13,4941732;11,02439843;8,926155523;7,796367048
Alentejo Central;2020;181799057;48172082;242610368;239389239;402,2;855,64;153639;228,6017806;168,4818489;132,6532905;120,7753445;51,74695331;302,9060881;201,6231005;179,6856992;166,0239161;160,1268054;242,1105102;414,7545082;1631,174959;17574,87235;25,73254775;21,19945622;20,14840404;14,24580116;12,44508802;9,801575242;7,673338107;6,672392279
Alentejo Central;2021;183679354;50449892;227334723;246764238;205,18;912,25;153457;233,474156;170,6471595;131,0858603;126,5192461;78,40155413;297,8029137;210,2101163;188,5688408;173,5893519;166,6505138;222,0864624;462,0375193;1697,787337;18362,05778;25,00341409;20,49232037;19,42709754;17,94011924;15,5870878;13,04972566;12,01491868;11,36323526
Alentejo Central;2022;200458378;52059287;280329846;240178373;396,8;814,85;153184;206,0890887;164,0955949;139,0867308;145,7290138;141,0036313;287,5688872;230,4892178;216,128605;204,610293;201,143995;196,4127535;471,006515;1736,952541;20075,85328;31,74489689;26,17398295;24,44747974;30,26574757;28,43064039;26,81196738;25,6527021;26,90536691
Alentejo Litoral;1995;70964572;10371806;187801334;65734281;184,75;562,9;99237;208,6078879;216,3730516;178,0325558;152,7957737;135,7285909;342,5044188;235,6035176;206,4335532;197,1950732;158,1986333;298,9523323;547,905099;627,9995273;9586,2691;15,82176659;14,67690798;11,51833376;12,10984472;9,441055261;7,209294394;6,31769052;-5,283300638
Alentejo Litoral;1996;81894716;11064682;240910455;69731209;144,51;727,13;99286;190,2267667;197,3670615;162,0536471;138,6924652;123,0148614;319,1331241;222,0648368;197,5127246;189,9526193;154,9715386;293,2193102;606,7775949;636,0124453;9798,841359;15,62968621;14,49872649;11,37849818;11,46693587;9,116659359;7,017872939;6,150828212;-3,517135095
Alentejo Litoral;1997;83129268;13158756;291126702;73418613;118,88;472,97;99316;181,6240445;188,4763612;154,5912783;132,0765232;117,0164864;312,0096746;216,1109327;192,4811616;184,3114029;151,0185906;266,445184;713,1695513;676,4456514;10294,54747;18,06461113;16,75746092;13,15113701;11,85641087;9,650124077;7,511913121;6,613140978;-1,906371491
Alentejo Litoral;1998;89419925;17490553;268415596;76631198;139,76;693,29;99380;171,6585205;178,0598456;145,9060635;124,5683134;110,1469375;314,2817588;210,6588681;187,8065995;181,0184239;149,4854642;273,4837355;693,2370121;721,7545472;10730,53311;17,62200432;16,34688102;12,82891681;11,34873593;9,134737978;7,206666694;6,299687593;-0,391213412
Alentejo Litoral;1999;96212302;19566260;137219988;82883156;97,1;812,95;99485;160,6860922;157,5297583;129,1227527;110,184749;97,41594342;302,9404971;203,9656473;182,2664957;175,9299766;145,9784642;262,7977998;604,107972;759,923267;11125,76143;17,25362053;16,00515337;12,56073136;10,46049011;8,270610286;6,390456128;5,492507861;1,053286107
Alentejo Litoral;2000;101610166;19959684;165032073;89816019;122,28;787,33;99679;156,1708754;153,0867109;125,4694196;107,1046219;94,6277746;292,7677972;196,0561601;176,8724926;169,291407;142,873023;288,8740627;744,6518933;783,5628342;11613,69816;20,16591267;18,70671287;14,68089618;11,48692577;9,535904983;8,023352982;7,046317394;2,431095719
Alentejo Litoral;2001;106925247;22565402;210534790;92757173;47,85;820,6;99898;153,7516048;150,6165987;123,4919805;105,3634668;93,09605149;284,9689008;193,367734;175,2605359;168,1908768;140,6382134;275,5397776;722,6652557;810,5653753;12251,9726;22,67465388;21,03392226;16,50727369;13,4089718;11,64488995;10,27877779;9,0789934;3,726775572
Alentejo Litoral;2002;115046613;26149511;238656763;101730642;34,16;670,9;100021;150,9707138;137,1273785;113,8810229;99,51529751;91,1570573;280,1789673;191,8648385;171,5355763;163,7254761;136,0460989;259,5860454;702,234529;817,1368244;12699,01331;23,04175283;21,37445804;16,77452376;12,51129563;10,54879054;8,944782748;7,539937246;4,876709508
Alentejo Litoral;2003;130471799;28995760;224394184;104012405;164,68;799,09;99957;149,8845863;133,8120171;111,1213312;97,12874159;88,9348828;275,0511733;190,2602173;170,043525;161,5282265;137,8782286;243,1760808;797,7641773;817,8555191;13155,60695;23,06256103;21,23470022;16,01794345;11,64443928;9,905021649;8,521700984;7,335050121;5,967842222
Alentejo Litoral;2004;158282624;33027478;244364491;111488317;88,53;894,48;99785;148,1399061;131,7749041;109,425685;95,5032206;87,60568232;227,9837054;160,7841593;146,919667;140,8264489;128,7051023;241,7391687;705,3083819;847,7742732;13722,15526;23,06162595;21,12387944;14,17893083;10,86402856;9,41143622;8,114837772;6,744000758;5,584049341
Alentejo Litoral;2005;168515459;35204314;296539026;120063460;124,39;903,69;99539;148,0506582;135,1066643;112,6783615;98,72032203;90,72725669;227,3792325;161,829865;148,3521231;141,576765;130,04616;217,5605018;901,237206;891,6467206;14287,16648;23,91119534;21,67313704;14,76191917;11,28159184;10,13896916;8,960862334;7,295063288;5,916911362
Alentejo Litoral;2006;183684065;33286272;293279553;120063460;149,63;814,19;99270;156,297719;149,1826736;123,9884144;108,3586425;99,26071557;239,5541042;169,0456543;157,3970542;149,2841405;138,9153397;210,909775;993,3058298;921,2759094;15196,32973;25,21175519;22,61651322;16,13326828;13,17723907;12,02701898;10,65715624;8,836821226;7,470451655
Alentejo Litoral;2007;189599069;38049074;477594565;124608842;58,32;837,35;99077;160,7463546;153,2803029;127,4884881;111,4251648;102,1491613;244,2120247;174,136297;163,2330023;155,4340784;145,7489509;198,7440326;967,3344577;957,7948799;15759,99549;24,84837737;21,07689006;15,1583473;13,76050316;12,5617995;10,88241872;9,076903958;8,020271657
Alentejo Litoral;2008;193633657;41641158;438139982;121994040;29,25;811,5;98829;177,274146;126,5928424;104,0678185;94,0750996;55,37401696;244,8381759;175,9491446;164,9359609;156,9948571;147,6769272;196,1962702;932,455383;977,0593469;15973,36902;24,84156797;19,23625995;17,47179975;16,17119612;14,73563504;13,20526606;11,71338612;10,60407035
Alentejo Litoral;2009;199676322;44299804;473093468;129645248;115,02;735,25;98551;178,3415639;128,6168792;106,1761936;93,85265159;61,94059747;243,1056337;175,6421544;164,8132694;158,702709;151,3696894;191,3582378;575,1649971;988,7419897;16896,60447;23,39648662;17,91875293;15,49015412;15,74411516;13,98713245;11,89384975;10,37126202;9,395755417
Alentejo Litoral;2010;198813235;42689875;541905875;134003661;153,44;773,48;98270;189,3305614;136,0966031;105,5996769;91,21945365;57,8464828;262,439978;185,1819152;172,5486747;164,9900862;161,4256931;200,2779812;807,077818;1006,244452;17104,65801;23,55860417;18,44195795;15,62723275;15,81426208;14,33678308;12,32524668;10,8803734;9,625676444
Alentejo Litoral;2011;199399701;40172148;519959727;131856876;64,72;721,18;97776;202,717746;149,094942;117,4136047;107,5131868;64,80760041;270,3295729;194,0999803;180,7296688;172,4312714;167,7755143;195,2806452;748,9795699;1010,97957;17237,48182;25,58053922;20,04700835;17,25348503;17,27548992;15,87038971;13,75021642;12,11419297;10,7215031
Alentejo Litoral;2012;227988988;39082934;569742340;125668611;103,38;931,97;97113;227,5904726;174,6168281;145,1870256;132,8987923;79,8735166;272,3633564;198,4887783;185,1629237;176,9602199;173,0079323;178,8536871;644,5601754;927,257695;16566,00595;29,19746195;22,82616786;19,857372;18,7390151;17,09585525;14,86922791;13,20779644;11,89116445
Alentejo Litoral;2013;277087451;36584448;763065584;115878626;117,52;865,81;96465;227,987285;176,0395431;141,3239826;127,357375;76,41442498;274,6129791;198,6003629;184,7504408;176,110851;170,8583823;192,83464;531,9127237;918,5114362;16725,95052;30,9626628;24,69778522;22,06020645;18,30978295;16,80941338;14,48114074;12,78678786;11,29507327
Alentejo Litoral;2014;154991954;43353052;852375211;138593371;36,8;764,26;95876;232,6844342;180,8264692;144,6010502;124,2085944;66,63873762;278,117356;196,132529;182,33768;174,0171313;171,080372;186,6355634;527,9461504;958,5546499;16564,95101;33,3494314;27,47219537;25,60831489;17,60573796;15,88900922;13,55703178;11,7526182;11,14194683
Alentejo Litoral;2015;163455966;48302015;815179058;140104224;63,16;702,57;95474;241,07551;179,726365;141,79139;127,92377;68,383445;280,6534965;199,2392539;183,6827535;174,2334519;172,0016015;199,2937778;894,3137697;979,867941;16490,97743;33,000916;27,3282555;25,5998275;16,78684194;14,57711405;12,31559873;10,6622922;10,17596256
Alentejo Litoral;2016;169287540;47737343;840976491;140351695;148,83;785,93;95178;245,7;184,35;138,8;125,85;54,8;281,0166667;197,3887097;179,8983871;168,6741935;167,2951613;199,662;750,353;1040,187;16842,89634;29,31;23,99;22,825;15,03025714;12,73093621;10,60341724;8,935477586;8,417623404
Alentejo Litoral;2017;193237033;53812842;808664599;130599586;124,54;695,31;94947;243,3165631;185,6565059;139,0450824;125,8261813;63,43099536;287,5453741;197,051218;177,1177491;164,198028;160,0111802;203,8443326;854,747953;1062,164348;17067,28319;26,46784058;21,53275131;20,0384236;14,42820342;12,53704431;10,30373878;8,662760185;8,209972269
Alentejo Litoral;2018;186063977;45391045;799488724;179947256;118,6;926,34;94980;242,3477241;179,4408582;137,7797117;128,4511315;59,7810589;296,4969411;201,1863812;179,5255155;165,1793637;160,4721274;250,7121883;618,3276048;1139,51685;17555,48731;25,80964189;20,92390786;19,52300908;14,96152869;13,24205401;11,01373911;9,257567651;8,842508195
Alentejo Litoral;2019;176332389;50332669;828327178;197685635;85,8;696,11;95631;208,7194231;170,8500874;137,1181471;122,2721993;60,74669776;305,7698693;207,9198724;184,8908989;169,9468027;163,4630012;270,5360026;553,2612584;1163,350858;17962,5586;25,51448921;20,77629546;19,50893828;15,36431605;13,4941732;11,02439843;8,926155523;7,796367048
Alentejo Litoral;2020;164010455;47960823;832075298;204523980;161,03;616,34;96624;228,6017806;168,4818489;132,6532905;120,7753445;51,74695331;302,9060881;201,6231005;179,6856992;166,0239161;160,1268054;281,2853392;229,5052834;1131,24;17784,58651;25,73254775;21,19945622;20,14840404;14,24580116;12,44508802;9,801575242;7,673338107;6,672392279
Alentejo Litoral;2021;153044418;52630043;758833916;213682675;50,9;665,65;97684;233,474156;170,6471595;131,0858603;126,5192461;78,40155413;297,8029137;210,2101163;188,5688408;173,5893519;166,6505138;305,0238661;467,8049126;1203,352815;18362,89815;25,00341409;20,49232037;19,42709754;17,94011924;15,5870878;13,04972566;12,01491868;11,36323526
Alentejo Litoral;2022;162893845;49566749;807800021;143432483;119;572,78;98707;206,0890887;164,0955949;139,0867308;145,7290138;141,0036313;287,5688872;230,4892178;216,128605;204,610293;201,143995;259,477887;688,2876276;1222,447543;20983,27967;31,74489689;26,17398295;24,44747974;30,26574757;28,43064039;26,81196738;25,6527021;26,90536691
Algarve;1995;490618226;60178096;146590328;379065679;149,42;542,68;341620;208,6078879;216,3730516;178,0325558;152,7957737;135,7285909;342,5044188;235,6035176;206,4335532;197,1950732;158,1986333;439,487236;635,6336539;3640,981734;7855,85229;15,82176659;14,67690798;11,51833376;12,10984472;9,441055261;7,209294394;6,31769052;-5,283300638
Algarve;1996;513780368;53520906;145566170;415636819;98,18;696,71;346015;190,2267667;197,3670615;162,0536471;138,6924652;123,0148614;319,1331241;222,0648368;197,5127246;189,9526193;154,9715386;411,5743531;666,9858023;3658,12359;8279,589693;15,62968621;14,49872649;11,37849818;11,46693587;9,116659359;7,017872939;6,150828212;-3,517135095
Algarve;1997;532785230;55835140;165247528;425578721;87,17;443,62;351043;181,6240445;188,4763612;154,5912783;132,0765232;117,0164864;312,0096746;216,1109327;192,4811616;184,3114029;151,0185906;424,572559;730,5036537;3880,114581;8938,719391;18,06461113;16,75746092;13,15113701;11,85641087;9,650124077;7,511913121;6,613140978;-1,906371491
Algarve;1998;586796080;58606027;172726093;454607276;139,26;656,11;356433;171,6585205;178,0598456;145,9060635;124,5683134;110,1469375;314,2817588;210,6588681;187,8065995;181,0184239;149,4854642;439,2883547;810,4092199;4111,176684;9545,659316;17,62200432;16,34688102;12,82891681;11,34873593;9,134737978;7,206666694;6,299687593;-0,391213412
Algarve;1999;641800566;68183342;188318184;503928724;80,03;787,33;362229;160,6860922;157,5297583;129,1227527;110,184749;97,41594342;302,9404971;203,9656473;182,2664957;175,9299766;145,9784642;468,4860407;877,7908198;4365,597228;10018,97785;17,25362053;16,00515337;12,56073136;10,46049011;8,270610286;6,390456128;5,492507861;1,053286107
Algarve;2000;685131903;62147002;202370775;549846455;123,19;734,16;368952;156,1708754;153,0867109;125,4694196;107,1046219;94,6277746;292,7677972;196,0561601;176,8724926;169,291407;142,873023;420,8777054;950,0824834;4802,184324;10905,21118;20,16591267;18,70671287;14,68089618;11,48692577;9,535904983;8,023352982;7,046317394;2,431095719
Algarve;2001;761906418;65603292;221034379;599424474;92,82;728,3;376311;153,7516048;150,6165987;123,4919805;105,3634668;93,09605149;284,9689008;193,367734;175,2605359;168,1908768;140,6382134;436,0629956;1001,191467;5105,05897;11573,4372;22,67465388;21,03392226;16,50727369;13,4089718;11,64488995;10,27877779;9,0789934;3,726775572
Algarve;2002;780835564;66032201;236218384;651726763;68,57;615,99;383411;150,9707138;137,1273785;113,8810229;99,51529751;91,1570573;280,1789673;191,8648385;171,5355763;163,7254761;136,0460989;407,4994716;1025,522119;5259,36519;11998,03307;23,04175283;21,37445804;16,77452376;12,51129563;10,54879054;8,944782748;7,539937246;4,876709508
Algarve;2003;816633757;68648993;240661468;706366684;222,93;770,1;389474;149,8845863;133,8120171;111,1213312;97,12874159;88,9348828;275,0511733;190,2602173;170,043525;161,5282265;137,8782286;400,5574176;1117,010783;5290,117856;12313,56263;23,06256103;21,23470022;16,01794345;11,64443928;9,905021649;8,521700984;7,335050121;5,967842222
Algarve;2004;871647819;81351861;239796457;758101146;164,24;849,63;394508;148,1399061;131,7749041;109,425685;95,5032206;87,60568232;227,9837054;160,7841593;146,919667;140,8264489;128,7051023;347,6366081;1146,199855;5342,916685;12578,69581;23,06162595;21,12387944;14,17893083;10,86402856;9,41143622;8,114837772;6,744000758;5,584049341
Algarve;2005;909784838;91768343;236359542;827241808;138,71;883,6;399255;148,0506582;135,1066643;112,6783615;98,72032203;90,72725669;227,3792325;161,829865;148,3521231;141,576765;130,04616;324,3013281;1109,483997;5595,059849;13244,9045;23,91119534;21,67313704;14,76191917;11,28159184;10,13896916;8,960862334;7,295063288;5,916911362
Algarve;2006;952619709;76444036;238944144;827241808;205,03;795,07;404163;156,297719;149,1826736;123,9884144;108,3586425;99,26071557;239,5541042;169,0456543;157,3970542;149,2841405;138,9153397;301,6102744;1145,090744;5822,905347;13719,87666;25,21175519;22,61651322;16,13326828;13,17723907;12,02701898;10,65715624;8,836821226;7,470451655
Algarve;2007;924285842;80923467;232248268;834144370;81,85;795,92;409446;160,7463546;153,2803029;127,4884881;111,4251648;102,1491613;244,2120247;174,136297;163,2330023;155,4340784;145,7489509;281,5515952;1195,156499;6084,769881;14379,99715;24,84837737;21,07689006;15,1583473;13,76050316;12,5617995;10,88241872;9,076903958;8,020271657
Algarve;2008;987887659;87865779;248514462;883537271;72,04;767,27;414879;177,274146;126,5928424;104,0678185;94,0750996;55,37401696;244,8381759;175,9491446;164,9359609;156,9948571;147,6769272;275,5329375;1212,572825;6135,35937;14734,22723;24,84156797;19,23625995;17,47179975;16,17119612;14,73563504;13,20526606;11,71338612;10,60407035
Algarve;2009;991398646;79475171;230842920;947929260;181,5;700,19;420300;178,3415639;128,6168792;106,1761936;93,85265159;61,94059747;243,1056337;175,6421544;164,8132694;158,702709;151,3696894;253,9510682;1042,216475;5858,615086;15210,58814;23,39648662;17,91875293;15,49015412;15,74411516;13,98713245;11,89384975;10,37126202;9,395755417
Algarve;2010;998354475;72713780;234575914;947717382;236,21;695,31;425692;189,3305614;136,0966031;105,5996769;91,21945365;57,8464828;262,439978;185,1819152;172,5486747;164,9900862;161,4256931;267,8107653;914,1947441;6041,00479;15333,13816;23,55860417;18,44195795;15,62723275;15,81426208;14,33678308;12,32524668;10,8803734;9,625676444
Algarve;2011;993107487;66388167;203453162;903925062;137,32;707,54;428829;202,717746;149,094942;117,4136047;107,5131868;64,80760041;270,3295729;194,0999803;180,7296688;172,4312714;167,7755143;238,5516129;807,6430108;5895,629032;14940,73053;25,58053922;20,04700835;17,25348503;17,27548992;15,87038971;13,75021642;12,11419297;10,7215031
Algarve;2012;958895991;71001592;197877274;854324943;191,18;885,75;428766;227,5904726;174,6168281;145,1870256;132,8987923;79,8735166;272,3633564;198,4887783;185,1629237;176,9602199;173,0079323;233,0262088;677,1023086;5560,649658;14305,23055;29,19746195;22,82616786;19,857372;18,7390151;17,09585525;14,86922791;13,20779644;11,89116445
Algarve;2013;956259658;58989102;191086968;792927543;167,39;816,46;427682;227,987285;176,0395431;141,3239826;127,357375;76,41442498;274,6129791;198,6003629;184,7504408;176,110851;170,8583823;248,2780529;617,2647728;5529,106642;14689,17026;30,9626628;24,69778522;22,06020645;18,30978295;16,80941338;14,48114074;12,78678786;11,29507327
Algarve;2014;920231737;52300596;200783586;817038525;83,01;691,84;427197;232,6844342;180,8264692;144,6010502;124,2085944;66,63873762;278,117356;196,132529;182,33768;174,0171313;171,080372;265,7653065;614,0053201;5690,415083;14466,97108;33,3494314;27,47219537;25,60831489;17,60573796;15,88900922;13,55703178;11,7526182;11,14194683
Algarve;2015;951785964;58297629;211921959;843942207;174,29;663,74;428047;241,07551;179,726365;141,79139;127,92377;68,383445;280,6534965;199,2392539;183,6827535;174,2334519;172,0016015;261,7925284;676,3750773;5957,990801;14600,47954;33,000916;27,3282555;25,5998275;16,78684194;14,57711405;12,31559873;10,6622922;10,17596256
Algarve;2016;991773022;59695110;203901166;885093280;242;731,17;429639;245,7;184,35;138,8;125,85;54,8;281,0166667;197,3887097;179,8983871;168,6741935;167,2951613;281,182;720,123;6387,454;15035,89923;29,31;23,99;22,825;15,03025714;12,73093621;10,60341724;8,935477586;8,417623404
Algarve;2017;1009200097;62044140;207815180;889960709;213,17;659,13;431741;243,3165631;185,6565059;139,0450824;125,8261813;63,43099536;287,5453741;197,051218;177,1177491;164,198028;160,0111802;299,8490678;761,8378218;6813,854197;15534,84251;26,46784058;21,53275131;20,0384236;14,42820342;12,53704431;10,30373878;8,662760185;8,209972269
Algarve;2018;1018847781;73923594;211154132;941651069;181,55;873,56;434751;242,3477241;179,4408582;137,7797117;128,4511315;59,7810589;296,4969411;201,1863812;179,5255155;165,1793637;160,4721274;324,4802567;832,8253653;7060,802407;16119,89128;25,80964189;20,92390786;19,52300908;14,96152869;13,24205401;11,01373911;9,257567651;8,842508195
Algarve;2019;1032001178;68639322;224519666;930593234;108,06;665,95;439310;208,7194231;170,8500874;137,1181471;122,2721993;60,74669776;305,7698693;207,9198724;184,8908989;169,9468027;163,4630012;347,630766;866,4766837;7411,556621;16992,17467;25,51448921;20,77629546;19,50893828;15,36431605;13,4941732;11,02439843;8,926155523;7,796367048
Algarve;2020;837714823;59095635;212951521;921153978;190,74;567,67;444127;228,6017806;168,4818489;132,6532905;120,7753445;51,74695331;302,9060881;201,6231005;179,6856992;166,0239161;160,1268054;366,868861;849,7540992;6018,37318;16757,06396;25,73254775;21,19945622;20,14840404;14,24580116;12,44508802;9,801575242;7,673338107;6,672392279
