Regiao;Ano;Consumo_Servicos;Consumo_Agricultura;Consumo_Industria;Consumo_Domestico;CDD;HDD;POP;IA;IB;IC;ID;IE;DA;DB;DC;DD;DE;VAB_Agricultura;VAB_Industria;VAB_Servicos;Salarios;D1;D2;D3;I1;I2;I3;I4;I5
Regiao de Aveiro;2010;460128440;32680174;1524596794;484625992;59,43;1235,39;370734;189,3305614;136,0966031;105,5996769;91,21945365;57,8464828;262,439978;185,1819152;172,5486747;164,9900862;161,4256931;120,6929421;2080,880161;3344,924572;15788,10194;23,55860417;18,44195795;15,62723275;15,81426208;14,33678308;12,32524668;10,8803734;9,625676444
Regiao de Aveiro;2011;436682457;36037742;1506797979;458512059;25,57;1041,04;371059;202,717746;149,094942;117,4136047;107,5131868;64,80760041;270,3295729;194,0999803;180,7296688;172,4312714;167,7755143;115,6946237;1969,498925;3278,205376;15602,54446;25,58053922;20,04700835;17,25348503;17,27548992;15,87038971;13,75021642;12,11419297;10,7215031
Regiao de Aveiro;2012;418547762;37239337;1484331991;435669588;17,64;1338,31;370583;227,5904726;174,6168281;145,1870256;132,8987923;79,8735166;272,3633564;198,4887783;185,1629237;176,9602199;173,0079323;122,5673827;1844,977036;3041,668187;14817,37093;29,19746195;22,82616786;19,857372;18,7390151;17,09585525;14,86922791;13,20779644;11,89116445
Regiao de Aveiro;2013;422002701;27706885;1476223367;419749957;56,8;1315,25;368786;227,987285;176,0395431;141,3239826;127,357375;76,41442498;274,6129791;198,6003629;184,7504408;176,110851;170,8583823;131,5734818;1836,035162;2994,418562;15143,89907;30,9626628;24,69778522;22,06020645;18,30978295;16,80941338;14,48114074;12,78678786;11,29507327
Regiao de Aveiro;2014;373525523;40599490;1533889697;468113993;9,12;1107,76;366998;232,6844342;180,8264692;144,6010502;124,2085944;66,63873762;278,117356;196,132529;182,33768;174,0171313;171,080372;132,5599815;1892,79067;3050,324582;15248,93931;33,3494314;27,47219537;25,60831489;17,60573796;15,88900922;13,55703178;11,7526182;11,14194683
Regiao de Aveiro;2015;376051019;41495806;1546259385;465990058;19,28;1040,11;365751;241,07551;179,726365;141,79139;127,92377;68,383445;280,6534965;199,2392539;183,6827535;174,2334519;172,0016015;143,560014;2049,987961;3184,393443;15524,97181;33,000916;27,3282555;25,5998275;16,78684194;14,57711405;12,31559873;10,6622922;10,17596256
Regiao de Aveiro;2016;384652395;32046240;1658812449;468891080;39,26;1183,31;364946;245,7;184,35;138,8;125,85;54,8;281,0166667;197,3887097;179,8983871;168,6741935;167,2951613;143,841;2165,264;3294,375;15819,88063;29,31;23,99;22,825;15,03025714;12,73093621;10,60341724;8,935477586;8,417623404
Regiao de Aveiro;2017;380603270;47135517;1737665662;439377857;38,06;1062,87;364495;243,3165631;185,6565059;139,0450824;125,8261813;63,43099536;287,5453741;197,051218;177,1177491;164,198028;160,0111802;155,0764526;2264,121535;3382,450429;16535,08288;26,46784058;21,53275131;20,0384236;14,42820342;12,53704431;10,30373878;8,662760185;8,209972269
Regiao de Aveiro;2018;388913482;61492179;1898188123;465593242;57,95;1227,72;364666;242,3477241;179,4408582;137,7797117;128,4511315;59,7810589;296,4969411;201,1863812;179,5255155;165,1793637;160,4721274;148,5266269;2417,109386;3485,97909;17440,51552;25,80964189;20,92390786;19,52300908;14,96152869;13,24205401;11,01373911;9,257567651;8,842508195
Regiao de Aveiro;2019;393398110;54639021;1909083815;461785077;15,3;1147,54;366261;208,7194231;170,8500874;137,1181471;122,2721993;60,74669776;305,7698693;207,9198724;184,8908989;169,9468027;163,4630012;158,004692;2406,740357;3647,079867;18392,74731;25,51448921;20,77629546;19,50893828;15,36431605;13,4941732;11,02439843;8,926155523;7,796367048
Regiao de Aveiro;2020;362514898;44460496;1761425157;484151887;33,03;914,61;368443;228,6017806;168,4818489;132,6532905;120,7753445;51,74695331;302,9060881;201,6231005;179,6856992;166,0239161;160,1268054;149,3534879;2349,403199;3555,714739;18506,25017;25,73254775;21,19945622;20,14840404;14,24580116;12,44508802;9,801575242;7,673338107;6,672392279
Regiao de Aveiro;2021;373588090;52737147;1910836151;488569320;7,82;974,72;371321;233,474156;170,6471595;131,0858603;126,5192461;78,40155413;297,8029137;210,2101163;188,5688408;173,5893519;166,6505138;157,8606399;2706,151497;3782,499563;19673,89629;25,00341409;20,49232037;19,42709754;17,94011924;15,5870878;13,04972566;12,01491868;11,36323526
Regiao de Aveiro;2022;400250435;33824922;1902428889;471839538;41,74;841,25;374534;206,0890887;164,0955949;139,0867308;145,7290138;141,0036313;287,5688872;230,4892178;216,128605;204,610293;201,143995;143,1300534;2717,090492;3834,987609;21946,41134;31,74489689;26,17398295;24,44747974;30,26574757;28,43064039;26,81196738;25,6527021;26,90536691
Regiao de Coimbra;1995;288068427;16899671;598130368;352227839;170,05;770,34;462609;208,6078879;216,3730516;178,0325558;152,7957737;135,7285909;342,5044188;235,6035176;206,4335532;197,1950732;158,1986333;358,9204269;1587,903183;3239,915881;7748,528064;15,82176659;14,67690798;11,51833376;12,10984472;9,441055261;7,209294394;6,31769052;-5,283300638
Regiao de Coimbra;1996;315059642;17443351;626585420;376009715;61,95;1189,5;463945;190,2267667;197,3670615;162,0536471;138,6924652;123,0148614;319,1331241;222,0648368;197,5127246;189,9526193;154,9715386;321,8472356;1575,55727;3249,125952;8204,328992;15,62968621;14,49872649;11,37849818;11,46693587;9,116659359;7,017872939;6,150828212;-3,517135095
Regiao de Coimbra;1997;329089318;19020076;684796283;385999332;57,77;871,23;465405;181,6240445;188,4763612;154,5912783;132,0765232;117,0164864;312,0096746;216,1109327;192,4811616;184,3114029;151,0185906;289,0472874;1675,895961;3404,752048;8644,460315;18,06461113;16,75746092;13,15113701;11,85641087;9,650124077;7,511913121;6,613140978;-1,906371491
Regiao de Coimbra;1998;353628709;20709476;711579516;397899811;112,3;1110,81;466982;171,6585205;178,0598456;145,9060635;124,5683134;110,1469375;314,2817588;210,6588681;187,8065995;181,0184239;149,4854642;296,9552606;1803,01928;3548,597338;9244,879142;17,62200432;16,34688102;12,82891681;11,34873593;9,134737978;7,206666694;6,299687593;-0,391213412
Regiao de Coimbra;1999;384110645;22692646;751994284;430008289;71,08;1238,22;468632;160,6860922;157,5297583;129,1227527;110,184749;97,41594342;302,9404971;203,9656473;182,2664957;175,9299766;145,9784642;264,0775497;1894,570805;3707,330869;9839,401282;17,25362053;16,00515337;12,56073136;10,46049011;8,270610286;6,390456128;5,492507861;1,053286107
Regiao de Coimbra;2000;408713965;23246403;802494383;454911332;84,6;1253,47;470645;156,1708754;153,0867109;125,4694196;107,1046219;94,6277746;292,7677972;196,0561601;176,8724926;169,291407;142,873023;255,3842419;1902,332293;4208,920047;10721,01407;20,16591267;18,70671287;14,68089618;11,48692577;9,535904983;8,023352982;7,046317394;2,431095719
Regiao de Coimbra;2001;427557884;24776135;748826246;473739984;72,71;1190,73;471979;153,7516048;150,6165987;123,4919805;105,3634668;93,09605149;284,9689008;193,367734;175,2605359;168,1908768;140,6382134;236,4762382;1939,644647;4425,104765;11563,96464;22,67465388;21,03392226;16,50727369;13,4089718;11,64488995;10,27877779;9,0789934;3,726775572
Regiao de Coimbra;2002;446736190;25810925;680810825;497355611;30,3;1118,97;471999;150,9707138;137,1273785;113,8810229;99,51529751;91,1570573;280,1789673;191,8648385;171,5355763;163,7254761;136,0460989;218,8344004;1858,51348;4496,649651;11954,16118;23,04175283;21,37445804;16,77452376;12,51129563;10,54879054;8,944782748;7,539937246;4,876709508
Regiao de Coimbra;2003;463437001;31872369;784327101;512374505;122,6;1201,36;471351;149,8845863;133,8120171;111,1213312;97,12874159;88,9348828;275,0511733;190,2602173;170,043525;161,5282265;137,8782286;218,7344303;1777,994245;4563,386871;12448,93785;23,06256103;21,23470022;16,01794345;11,64443928;9,905021649;8,521700984;7,335050121;5,967842222
Regiao de Coimbra;2004;493484302;34051513;1054239177;547642512;81,86;1282,46;470257;148,1399061;131,7749041;109,425685;95,5032206;87,60568232;227,9837054;160,7841593;146,919667;140,8264489;128,7051023;214,2386377;1732,187832;4659,477564;13187,69567;23,06162595;21,12387944;14,17893083;10,86402856;9,41143622;8,114837772;6,744000758;5,584049341
Regiao de Coimbra;2005;519644643;35438495;1368209333;576880532;154,02;1242,99;469071;148,0506582;135,1066643;112,6783615;98,72032203;90,72725669;227,3792325;161,829865;148,3521231;141,576765;130,04616;194,915074;1673,35181;4714,3684;13838,43898;23,91119534;21,67313704;14,76191917;11,28159184;10,13896916;8,960862334;7,295063288;5,916911362
Regiao de Coimbra;2006;573528201;33446086;1376909092;576880532;188,46;1086,65;467872;156,297719;149,1826736;123,9884144;108,3586425;99,26071557;239,5541042;169,0456543;157,3970542;149,2841405;138,9153397;201,8293441;1681,247907;4757,549767;13844,18707;25,21175519;22,61651322;16,13326828;13,17723907;12,02701898;10,65715624;8,836821226;7,470451655
Regiao de Coimbra;2007;591248181;32613530;1670272222;597535200;71,1;1134,11;466611;160,7463546;153,2803029;127,4884881;111,4251648;102,1491613;244,2120247;174,136297;163,2330023;155,4340784;145,7489509;189,0619211;1764,182757;4802,413292;14722,46301;24,84837737;21,07689006;15,1583473;13,76050316;12,5617995;10,88241872;9,076903958;8,020271657
Regiao de Coimbra;2008;583544104;38297597;1647055393;577920908;41,26;1162,04;465230;177,274146;126,5928424;104,0678185;94,0750996;55,37401696;244,8381759;175,9491446;164,9359609;156,9948571;147,6769272;180,1670657;1655,14869;4878,606582;15144,58659;24,84156797;19,23625995;17,47179975;16,17119612;14,73563504;13,20526606;11,71338612;10,60407035
Regiao de Coimbra;2009;585301529;44341012;1685087999;610402505;97,5;1098,32;463738;178,3415639;128,6168792;106,1761936;93,85265159;61,94059747;243,1056337;175,6421544;164,8132694;158,702709;151,3696894;169,1543364;1676,777716;4774,479195;15379,76582;23,39648662;17,91875293;15,49015412;15,74411516;13,98713245;11,89384975;10,37126202;9,395755417
Regiao de Coimbra;2010;593435556;56885054;1798295028;618387507;169,66;1220,69;461993;189,3305614;136,0966031;105,5996769;91,21945365;57,8464828;262,439978;185,1819152;172,5486747;164,9900862;161,4256931;168,7413377;1821,361086;4860,383038;16083,12225;23,55860417;18,44195795;15,62723275;15,81426208;14,33678308;12,32524668;10,8803734;9,625676444
Regiao de Coimbra;2011;583612961;71618396;1703026262;583961349;100,34;1012,59;460610;202,717746;149,094942;117,4136047;107,5131868;64,80760041;270,3295729;194,0999803;180,7296688;172,4312714;167,7755143;153,1172043;1749,480645;4687,767742;15669,8858;25,58053922;20,04700835;17,25348503;17,27548992;15,87038971;13,75021642;12,11419297;10,7215031
Regiao de Coimbra;2012;571067770;73012911;1682877202;559892331;93,67;1279,7;458376;227,5904726;174,6168281;145,1870256;132,8987923;79,8735166;272,3633564;198,4887783;185,1629237;176,9602199;173,0079323;145,0166426;1551,454512;4293,582039;14855,65351;29,19746195;22,82616786;19,857372;18,7390151;17,09585525;14,86922791;13,20779644;11,89116445
Regiao de Coimbra;2013;557139017;44917976;1668503875;535931494;168,57;1278,02;454618;227,987285;176,0395431;141,3239826;127,357375;76,41442498;274,6129791;198,6003629;184,7504408;176,110851;170,8583823;156,5817478;1452,055942;4282,542703;15490,90939;30,9626628;24,69778522;22,06020645;18,30978295;16,80941338;14,48114074;12,78678786;11,29507327
Regiao de Coimbra;2014;547750544;45082009;1689457955;559163822;50,15;1075,22;450926;232,6844342;180,8264692;144,6010502;124,2085944;66,63873762;278,117356;196,132529;182,33768;174,0171313;171,080372;149,1605428;1372,33311;4320,487982;15548,65462;33,3494314;27,47219537;25,60831489;17,60573796;15,88900922;13,55703178;11,7526182;11,14194683
Regiao de Coimbra;2015;551920489;48021823;1679440399;557160001;90,36;985,78;447944;241,07551;179,726365;141,79139;127,92377;68,383445;280,6534965;199,2392539;183,6827535;174,2334519;172,0016015;158,9319693;1571,463625;4452,521974;15819,08697;33,000916;27,3282555;25,5998275;16,78684194;14,57711405;12,31559873;10,6622922;10,17596256
Regiao de Coimbra;2016;565027932;47002336;1403402032;560112742;153,93;1130,07;445385;245,7;184,35;138,8;125,85;54,8;281,0166667;197,3887097;179,8983871;168,6741935;167,2951613;165,236;1592,942;4566,281;16348,0547;29,31;23,99;22,825;15,03025714;12,73093621;10,60341724;8,935477586;8,417623404
Regiao de Coimbra;2017;553281628;58449322;1418562923;534371731;138,86;971,12;442796;243,3165631;185,6565059;139,0450824;125,8261813;63,43099536;287,5453741;197,051218;177,1177491;164,198028;160,0111802;171,0022689;1588,034922;4694,348427;17021,70933;26,46784058;21,53275131;20,0384236;14,42820342;12,53704431;10,30373878;8,662760185;8,209972269
Regiao de Coimbra;2018;551469054;55884711;1438340313;555159744;152,9;1231,76;440543;242,3477241;179,4408582;137,7797117;128,4511315;59,7810589;296,4969411;201,1863812;179,5255155;165,1793637;160,4721274;167,1339699;1773,121836;4808,803031;18008,90618;25,80964189;20,92390786;19,52300908;14,96152869;13,24205401;11,01373911;9,257567651;8,842508195
Regiao de Coimbra;2019;561802919;46460792;1468503528;540840656;87,4;1042,54;439631;208,7194231;170,8500874;137,1181471;122,2721993;60,74669776;305,7698693;207,9198724;184,8908989;169,9468027;163,4630012;184,1247985;1774,087838;4972,413157;18835,82885;25,51448921;20,77629546;19,50893828;15,36431605;13,4941732;11,02439843;8,926155523;7,796367048
Regiao de Coimbra;2020;516314818;53781639;1459517983;559795227;120,51;940,34;439506;228,6017806;168,4818489;132,6532905;120,7753445;51,74695331;302,9060881;201,6231005;179,6856992;166,0239161;160,1268054;182,5153501;1654,641691;4828,038451;19302,80048;25,73254775;21,19945622;20,14840404;14,24580116;12,44508802;9,801575242;7,673338107;6,672392279
Regiao de Coimbra;2021;491622370;68192827;1639121595;582855750;60,87;947,21;439680;233,474156;170,6471595;131,0858603;126,5192461;78,40155413;297,8029137;210,2101163;188,5688408;173,5893519;166,6505138;189,6404287;1753,06548;5022,14302;20651,71311;25,00341409;20,49232037;19,42709754;17,94011924;15,5870878;13,04972566;12,01491868;11,36323526
Regiao de Coimbra;2022;503783619;75479391;1568252482;558516937;104,66;864,42;440007;206,0890887;164,0955949;139,0867308;145,7290138;141,0036313;287,5688872;230,4892178;216,128605;204,610293;201,143995;170,5078499;1829,094826;5180,58397;22695,5523;31,74489689;26,17398295;24,44747974;30,26574757;28,43064039;26,81196738;25,6527021;26,90536691
Regiao de Leiria;1995;150262384;16095915;589326904;195463837;165,21;720,82;268025;208,6078879;216,3730516;178,0325558;152,7957737;135,7285909;342,5044188;235,6035176;206,4335532;197,1950732;158,1986333;239,1702781;1297,602537;1798,7112;7756,727014;15,82176659;14,67690798;11,51833376;12,10984472;9,441055261;7,209294394;6,31769052;-5,283300638
Regiao de Leiria;1996;167026165;16769279;630652172;212296205;107,95;1036,27;270324;190,2267667;197,3670615;162,0536471;138,6924652;123,0148614;319,1331241;222,0648368;197,5127246;189,9526193;154,9715386;239,0399951;1412,344101;1803,492555;8384,825591;15,62968621;14,49872649;11,37849818;11,46693587;9,116659359;7,017872939;6,150828212;-3,517135095
Regiao de Leiria;1997;177698391;18351114;636607805;221950295;115,92;717,59;272877;181,6240445;188,4763612;154,5912783;132,0765232;117,0164864;312,0096746;216,1109327;192,4811616;184,3114029;151,0185906;209,6643271;1526,432625;1923,397125;8821,183521;18,06461113;16,75746092;13,15113701;11,85641087;9,650124077;7,511913121;6,613140978;-1,906371491
Regiao de Leiria;1998;192605092;19906901;653809439;232674546;152,17;973,65;275527;171,6585205;178,0598456;145,9060635;124,5683134;110,1469375;314,2817588;210,6588681;187,8065995;181,0184239;149,4854642;172,1765128;1687,668875;2026,793416;9518,182652;17,62200432;16,34688102;12,82891681;11,34873593;9,134737978;7,206666694;6,299687593;-0,391213412
Regiao de Leiria;1999;209577412;20877815;716635589;255707534;122,83;1103,04;278360;160,6860922;157,5297583;129,1227527;110,184749;97,41594342;302,9404971;203,9656473;182,2664957;175,9299766;145,9784642;166,9657621;1876,885292;2142,397539;10183,97807;17,25362053;16,00515337;12,56073136;10,46049011;8,270610286;6,390456128;5,492507861;1,053286107
Regiao de Leiria;2000;226033679;23245065;760316914;271365271;117,1;1104,11;281728;156,1708754;153,0867109;125,4694196;107,1046219;94,6277746;292,7677972;196,0561601;176,8724926;169,291407;142,873023;180,025486;1841,296678;2289,080915;10657,54671;20,16591267;18,70671287;14,68089618;11,48692577;9,535904983;8,023352982;7,046317394;2,431095719
Regiao de Leiria;2001;237157223;25206305;816850884;285606438;61,1;1071,74;284553;153,7516048;150,6165987;123,4919805;105,3634668;93,09605149;284,9689008;193,367734;175,2605359;168,1908768;140,6382134;180,2069674;1901,961873;2395,974776;11410,10778;22,67465388;21,03392226;16,50727369;13,4089718;11,64488995;10,27877779;9,0789934;3,726775572
Regiao de Leiria;2002;249440535;27943832;818919129;306418279;40,6;949,36;286260;150,9707138;137,1273785;113,8810229;99,51529751;91,1570573;280,1789673;191,8648385;171,5355763;163,7254761;136,0460989;138,7089142;1890,542517;2430,326812;11478,9834;23,04175283;21,37445804;16,77452376;12,51129563;10,54879054;8,944782748;7,539937246;4,876709508
Regiao de Leiria;2003;264548657;28354749;856156197;316923328;150,6;1057,67;287412;149,8845863;133,8120171;111,1213312;97,12874159;88,9348828;275,0511733;190,2602173;170,043525;161,5282265;137,8782286;142,3651451;1802,496404;2517,605976;12147,38183;23,06256103;21,23470022;16,01794345;11,64443928;9,905021649;8,521700984;7,335050121;5,967842222
Regiao de Leiria;2004;284621168;30392953;895941734;339405344;84,84;1192,91;288212;148,1399061;131,7749041;109,425685;95,5032206;87,60568232;227,9837054;160,7841593;146,919667;140,8264489;128,7051023;139,020692;1785,985944;2569,105025;12908,29357;23,06162595;21,12387944;14,17893083;10,86402856;9,41143622;8,114837772;6,744000758;5,584049341
Regiao de Leiria;2005;292956543;31073272;901906251;364741443;125,08;1176,56;288822;148,0506582;135,1066643;112,6783615;98,72032203;90,72725669;227,3792325;161,829865;148,3521231;141,576765;130,04616;127,2090385;1724,8188;2589,618365;13715,8519;23,91119534;21,67313704;14,76191917;11,28159184;10,13896916;8,960862334;7,295063288;5,916911362
Regiao de Leiria;2006;309680691;30807524;991309179;364741443;156,49;1014,76;289447;156,297719;149,1826736;123,9884144;108,3586425;99,26071557;239,5541042;169,0456543;157,3970542;149,2841405;138,9153397;134,3052302;1745,731214;2721,199275;14225,98323;25,21175519;22,61651322;16,13326828;13,17723907;12,02701898;10,65715624;8,836821226;7,470451655
Regiao de Leiria;2007;312833443;33037527;1002790335;378058609;61,65;1071,85;290139;160,7463546;153,2803029;127,4884881;111,4251648;102,1491613;244,2120247;174,136297;163,2330023;155,4340784;145,7489509;119,690989;1781,71101;2837,220669;14951,33626;24,84837737;21,07689006;15,1583473;13,76050316;12,5617995;10,88241872;9,076903958;8,020271657
Regiao de Leiria;2008;319654321;32038365;1006063188;370641535;38,35;1081,57;290573;177,274146;126,5928424;104,0678185;94,0750996;55,37401696;244,8381759;175,9491446;164,9359609;156,9948571;147,6769272;123,2737138;1682,120197;2871,484519;15452,854;24,84156797;19,23625995;17,47179975;16,17119612;14,73563504;13,20526606;11,71338612;10,60407035
Regiao de Leiria;2009;329832340;31798929;953042069;387815225;85,31;973,76;290848;178,3415639;128,6168792;106,1761936;93,85265159;61,94059747;243,1056337;175,6421544;164,8132694;158,702709;151,3696894;116,5882412;1674,570241;2769,346354;15717,38633;23,39648662;17,91875293;15,49015412;15,74411516;13,98713245;11,89384975;10,37126202;9,395755417
Regiao de Leiria;2010;359827368;35024724;972417248;390659461;176,04;1092,15;291044;189,3305614;136,0966031;105,5996769;91,21945365;57,8464828;262,439978;185,1819152;172,5486747;164,9900862;161,4256931;109,3092318;1666,188168;2826,820867;15984,19687;23,55860417;18,44195795;15,62723275;15,81426208;14,33678308;12,32524668;10,8803734;9,625676444
Regiao de Leiria;2011;367490902;30548170;935820708;369978904;76,79;913,53;291174;202,717746;149,094942;117,4136047;107,5131868;64,80760041;270,3295729;194,0999803;180,7296688;172,4312714;167,7755143;97,50430108;1624,143011;2763,551613;15804,18093;25,58053922;20,04700835;17,25348503;17,27548992;15,87038971;13,75021642;12,11419297;10,7215031
Regiao de Leiria;2012;349671832;23947663;896401033;349473723;90,53;1178,02;290301;227,5904726;174,6168281;145,1870256;132,8987923;79,8735166;272,3633564;198,4887783;185,1629237;176,9602199;173,0079323;101,5472754;1457,448495;2571,822939;15511,43946;29,19746195;22,82616786;19,857372;18,7390151;17,09585525;14,86922791;13,20779644;11,89116445
Regiao de Leiria;2013;347398144;19687058;853012841;327615818;220,16;1149,91;288319;227,987285;176,0395431;141,3239826;127,357375;76,41442498;274,6129791;198,6003629;184,7504408;176,110851;170,8583823;110,1724189;1457,019614;2564,96246;16095,603;30,9626628;24,69778522;22,06020645;18,30978295;16,80941338;14,48114074;12,78678786;11,29507327
Regiao de Leiria;2014;291952616;18855599;888978188;365806818;43,01;963,31;286342;232,6844342;180,8264692;144,6010502;124,2085944;66,63873762;278,117356;196,132529;182,33768;174,0171313;171,080372;106,71317;1513,615251;2590,590445;16102,88441;33,3494314;27,47219537;25,60831489;17,60573796;15,88900922;13,55703178;11,7526182;11,14194683
Regiao de Leiria;2015;296942361;18940880;921736717;364528269;94,11;908,95;284873;241,07551;179,726365;141,79139;127,92377;68,383445;280,6534965;199,2392539;183,6827535;174,2334519;172,0016015;109,9521384;1544,620736;2699,223704;16394,81908;33,000916;27,3282555;25,5998275;16,78684194;14,57711405;12,31559873;10,6622922;10,17596256
Regiao de Leiria;2016;306979582;19442829;937840209;367583885;217,66;1037,49;283778;245,7;184,35;138,8;125,85;54,8;281,0166667;197,3887097;179,8983871;168,6741935;167,2951613;107,806;1629,501;2768,433;16902,07774;29,31;23,99;22,825;15,03025714;12,73093621;10,60341724;8,935477586;8,417623404
Regiao de Leiria;2017;296501871;22722188;981676845;353665944;205,84;904,78;282745;243,3165631;185,6565059;139,0450824;125,8261813;63,43099536;287,5453741;197,051218;177,1177491;164,198028;160,0111802;122,0380783;1666,675545;2848,965177;17339,93176;26,46784058;21,53275131;20,0384236;14,42820342;12,53704431;10,30373878;8,662760185;8,209972269
Regiao de Leiria;2018;330545879;31984981;965083620;381400558;211,43;1122,37;281918;242,3477241;179,4408582;137,7797117;128,4511315;59,7810589;296,4969411;201,1863812;179,5255155;165,1793637;160,4721274;112,3893676;1716,727394;2904,657133;18100,52577;25,80964189;20,92390786;19,52300908;14,96152869;13,24205401;11,01373911;9,257567651;8,842508195
Regiao de Leiria;2019;348465560;21934763;954766245;376691165;136,16;924,66;282075;208,7194231;170,8500874;137,1181471;122,2721993;60,74669776;305,7698693;207,9198724;184,8908989;169,9468027;163,4630012;127,307166;1764,449167;3034,692796;18909,3765;25,51448921;20,77629546;19,50893828;15,36431605;13,4941732;11,02439843;8,926155523;7,796367048
Regiao de Leiria;2020;328003539;28195082;895018010;392043853;217,05;826,12;283672;228,6017806;168,4818489;132,6532905;120,7753445;51,74695331;302,9060881;201,6231005;179,6856992;166,0239161;160,1268054;119,6479132;1727,730977;2919,23987;19247,39272;25,73254775;21,19945622;20,14840404;14,24580116;12,44508802;9,801575242;7,673338107;6,672392279
Regiao de Leiria;2021;301871779;30707155;996948650;406814153;104,14;858,03;285629;233,474156;170,6471595;131,0858603;126,5192461;78,40155413;297,8029137;210,2101163;188,5688408;173,5893519;166,6505138;119,0588407;1780,211357;3032,664407;20282,01226;25,00341409;20,49232037;19,42709754;17,94011924;15,5870878;13,04972566;12,01491868;11,36323526
Regiao de Leiria;2022;320820118;22861607;1025237471;381735557;211,27;780,25;286738;206,0890887;164,0955949;139,0867308;145,7290138;141,0036313;287,5688872;230,4892178;216,128605;204,610293;201,143995;117,6985797;1776,450498;3099,182248;22174,46405;31,74489689;26,17398295;24,44747974;30,26574757;28,43064039;26,81196738;25,6527021;26,90536691
Tamega e Sousa;1995;101222119;9977803;218427073;233826992;65,54;1072,67;420494;208,6078879;216,3730516;178,0325558;152,7957737;135,7285909;342,5044188;235,6035176;206,4335532;197,1950732;158,1986333;167,5884106;1373,835414;1256,608944;6182,498636;15,82176659;14,67690798;11,51833376;12,10984472;9,441055261;7,209294394;6,31769052;-5,283300638
Tamega e Sousa;1996;116034822;11490125;226078792;253700967;28,7;1530,3;423038;190,2267667;197,3670615;162,0536471;138,6924652;123,0148614;319,1331241;222,0648368;197,5127246;189,9526193;154,9715386;154,2924571;1345,192733;1290,602075;6483,396121;15,62968621;14,49872649;11,37849818;11,46693587;9,116659359;7,017872939;6,150828212;-3,517135095
Tamega e Sousa;1997;127282963;12639906;238938149;269848141;30,98;1115,61;425781;181,6240445;188,4763612;154,5912783;132,0765232;117,0164864;312,0096746;216,1109327;192,4811616;184,3114029;151,0185906;89,21264632;1479,672717;1408,003508;6868,176171;18,06461113;16,75746092;13,15113701;11,85641087;9,650124077;7,511913121;6,613140978;-1,906371491
Tamega e Sousa;1998;142693475;15024614;258829648;290953080;70,52;1336,04;427087;171,6585205;178,0598456;145,9060635;124,5683134;110,1469375;314,2817588;210,6588681;187,8065995;181,0184239;149,4854642;110,0277404;1560,150066;1502,797137;7403,947031;17,62200432;16,34688102;12,82891681;11,34873593;9,134737978;7,206666694;6,299687593;-0,391213412
Tamega e Sousa;1999;158938833;15616834;272088509;308553995;31,98;1450,33;428420;160,6860922;157,5297583;129,1227527;110,184749;97,41594342;302,9404971;203,9656473;182,2664957;175,9299766;145,9784642;100,2336888;1610,57105;1602,248371;7837,714553;17,25362053;16,00515337;12,56073136;10,46049011;8,270610286;6,390456128;5,492507861;1,053286107
Tamega e Sousa;2000;173847230;17031526;287180465;329789487;39,64;1522,84;431572;156,1708754;153,0867109;125,4694196;107,1046219;94,6277746;292,7677972;196,0561601;176,8724926;169,291407;142,873023;97,81007161;1680,338338;1769,511347;8369,281116;20,16591267;18,70671287;14,68089618;11,48692577;9,535904983;8,023352982;7,046317394;2,431095719
Tamega e Sousa;2001;189531656;18432351;309274986;354599091;54,05;1421,77;434167;153,7516048;150,6165987;123,4919805;105,3634668;93,09605149;284,9689008;193,367734;175,2605359;168,1908768;140,6382134;106,5275082;1732,96596;1875,907246;8764,241158;22,67465388;21,03392226;16,50727369;13,4089718;11,64488995;10,27877779;9,0789934;3,726775572
Tamega e Sousa;2002;200715727;19614314;317725376;376204706;13,08;1332,79;435778;150,9707138;137,1273785;113,8810229;99,51529751;91,1570573;280,1789673;191,8648385;171,5355763;163,7254761;136,0460989;78,57659981;1773,689095;1897,861202;9321,075123;23,04175283;21,37445804;16,77452376;12,51129563;10,54879054;8,944782748;7,539937246;4,876709508
Tamega e Sousa;2003;217530972;21653754;319021349;393712244;101;1384,78;436785;149,8845863;133,8120171;111,1213312;97,12874159;88,9348828;275,0511733;190,2602173;170,043525;161,5282265;137,8782286;76,27474066;1658,070188;1900,234012;9414,946734;23,06256103;21,23470022;16,01794345;11,64443928;9,905021649;8,521700984;7,335050121;5,967842222
Tamega e Sousa;2004;227211662;23722039;313477602;419046491;43,36;1482,79;437230;148,1399061;131,7749041;109,425685;95,5032206;87,60568232;227,9837054;160,7841593;146,919667;140,8264489;128,7051023;76,26945818;1623,80511;1901,718261;9856,283821;23,06162595;21,12387944;14,17893083;10,86402856;9,41143622;8,114837772;6,744000758;5,584049341
Tamega e Sousa;2005;241638881;23881733;311189048;443537692;110,76;1434,6;437405;148,0506582;135,1066643;112,6783615;98,72032203;90,72725669;227,3792325;161,829865;148,3521231;141,576765;130,04616;70,34136106;1630,482734;1993,05295;10277,56991;23,91119534;21,67313704;14,76191917;11,28159184;10,13896916;8,960862334;7,295063288;5,916911362
